CHR	START	STOP	GENE	REGION_COV	AVG_AUTOSOMAL_COV	AVG_TOTAL_COV	AVG_GENE_COV	NORMALIZED_AUTOSOMAL	NORMALIZED_TOTAL	NORMALIZED_GENE
chr1	1756803	1756923	778146_43649377_GNB1_Ex_3_1	316.868	290.817435400229	290.328371570743	316.868	1.08957703847405	1.09141245234033	1
chr1	6246683	6246803	778146_43649378_RPL22_Ex_4_1	260.587	290.817435400229	290.328371570743	260.587	0.896050127260679	0.897559541253802	1
chr1	6246803	6246923	778146_43649378_RPL22_Ex_4_2	339.017	290.817435400229	290.328371570743	339.017	1.16573822175908	1.16770193063062	1
chr1	6252931	6253051	778146_43649379_RPL22_Ex_3_1	531.388	290.817435400229	290.328371570743	531.388	1.82722194516533	1.83029993632751	1
chr1	6253051	6253171	778146_43649379_RPL22_Ex_3_2	486.512	290.817435400229	290.328371570743	486.512	1.67291207740159	1.67573013056856	1
chr1	6257643	6257763	778146_43649380_RPL22_Ex_2_1	392.793	290.817435400229	290.328371570743	392.793	1.35065148160539	1.35292668048561	1
chr1	6257763	6257883	778146_43649380_RPL22_Ex_2_2	411.355	290.817435400229	290.328371570743	411.355	1.41447846630613	1.41686118299247	1
chr1	6259567	6259687	778146_43649381_RPL22_Ex_1_1	215.083	290.817435400229	290.328371570743	215.083	0.739580829134257	0.74082666752943	1
chr1	9775532	9775652	778146_43649382_PIK3CD_Ex_4_1	395.843	290.817435400229	290.328371570743	395.843	1.36113916091459	1.36343202649606	1
chr1	9775652	9775772	778146_43649382_PIK3CD_Ex_4_2	687.793	290.817435400229	290.328371570743	687.793	2.36503357872421	2.36901752411892	1
chr1	9775772	9775892	778146_43649382_PIK3CD_Ex_4_3	733.306	290.817435400229	290.328371570743	733.306	2.52153382410105	2.52578139722496	1
chr1	9775841	9775961	778146_43649383_PIK3CD_Ex_5_1	780.686	290.817435400229	290.328371570743	780.686	2.68445390464847	2.68897591983969	1
chr1	9775961	9776081	778146_43649383_PIK3CD_Ex_5_2	681.281	290.817435400229	290.328371570743	681.281	2.34264152375323	2.34658774929268	1
chr1	9776081	9776201	778146_43649383_PIK3CD_Ex_5_3	409.628	290.817435400229	290.328371570743	409.628	1.40854003280876	1.41091274608754	1
chr1	9776467	9776587	778146_43649384_PIK3CD_Ex_6_1	540.744	290.817435400229	290.328371570743	540.744	1.85939333126921	1.86252551576152	1
chr1	9776587	9776707	778146_43649384_PIK3CD_Ex_6_2	531.083	290.817435400229	290.328371570743	531.083	1.82617317723441	1.82924940172646	1
chr1	9776971	9777091	778146_43649385_PIK3CD_Ex_7_1	474.884	290.817435400229	290.328371570743	474.884	1.63292822985821	1.6356789294507	1
chr1	9777091	9777211	778146_43649385_PIK3CD_Ex_7_2	465.57	290.817435400229	290.328371570743	465.57	1.60090126425629	1.60359801379782	1
chr1	9777579	9777699	778146_43649386_PIK3CD_Ex_8_1	323.901	290.817435400229	290.328371570743	323.901	1.11376059538604	1.1156367469277	1
chr1	9778682	9778802	778146_43649387_PIK3CD_Ex_9_1	449.215	290.817435400229	290.328371570743	449.215	1.54466323307535	1.54726524855164	1
chr1	9778802	9778922	778146_43649387_PIK3CD_Ex_9_2	698.198	290.817435400229	290.328371570743	698.198	2.40081203879377	2.40485625370537	1
chr1	9778922	9779042	778146_43649387_PIK3CD_Ex_9_3	513.934	290.817435400229	290.328371570743	513.934	1.7672049108497	1.77018180214182	1
chr1	9779966	9780086	778146_43649388_PIK3CD_Ex_10_1	383.694	290.817435400229	290.328371570743	383.694	1.31936381143019	1.32158630561707	1
chr1	9780115	9780235	778146_43649389_PIK3CD_Ex_11_1	551.876	290.817435400229	290.328371570743	551.876	1.89767164145608	1.90086830651177	1
chr1	9780235	9780355	778146_43649389_PIK3CD_Ex_11_2	475.959	290.817435400229	290.328371570743	475.959	1.63662470699178	1.63938163337242	1
chr1	9780634	9780754	778146_43649390_PIK3CD_Ex_12_1	269.843	290.817435400229	290.328371570743	269.843	0.92787765502655	0.9294406831137	1
chr1	9780763	9780883	778146_43649391_PIK3CD_Ex_13_1	517.868	290.817435400229	290.328371570743	517.868	1.78073229786687	1.78373197630743	1
chr1	9780883	9781003	778146_43649391_PIK3CD_Ex_13_2	449.537	290.817435400229	290.328371570743	449.537	1.54577045692373	1.54837433754029	1
chr1	9781453	9781573	778146_43649392_PIK3CD_Ex_15_1	429.372	290.817435400229	290.328371570743	429.372	1.47643142306474	1.4789185007204	1
chr1	9781573	9781693	778146_43649392_PIK3CD_Ex_15_2	603.81	290.817435400229	290.328371570743	603.81	2.07625103071631	2.07974851625161	1
chr1	9781748	9781868	778146_43649393_PIK3CD_Ex_16_1	531.694	290.817435400229	290.328371570743	531.694	1.82827415167963	1.83135391530429	1
chr1	9781868	9781988	778146_43649393_PIK3CD_Ex_16_2	581.165	290.817435400229	290.328371570743	581.165	1.99838431007476	2.00175062759373	1
chr1	9782002	9782122	778146_43649394_PIK3CD_Ex_17_1	549.579	290.817435400229	290.328371570743	549.579	1.88977321543207	1.8929565754344	1
chr1	9782122	9782242	778146_43649394_PIK3CD_Ex_17_2	466.694	290.817435400229	290.328371570743	466.694	1.60476623197548	1.60746949213085	1
chr1	9783146	9783266	778146_43649395_PIK3CD_Ex_20_1	398.612	290.817435400229	290.328371570743	398.612	1.37066059829398	1.37296950292325	1
chr1	9783266	9783386	778146_43649395_PIK3CD_Ex_20_2	486.488	290.817435400229	290.328371570743	486.488	1.67282955140047	1.67564746555078	1
chr1	9783968	9784088	778146_43649396_PIK3CD_Ex_21_1	449.314	290.817435400229	290.328371570743	449.314	1.54500365282998	1.54760624175001	1
chr1	9784088	9784208	778146_43649396_PIK3CD_Ex_21_2	482.62	290.817435400229	290.328371570743	482.62	1.65952911088638	1.66232462018408	1
chr1	9784286	9784406	778146_43649397_PIK3CD_Ex_22_1	484.058	290.817435400229	290.328371570743	484.058	1.66447379378691	1.66727763249983	1
chr1	9784406	9784526	778146_43649397_PIK3CD_Ex_22_2	446.289	290.817435400229	290.328371570743	446.289	1.53460193810528	1.5371870051331	1
chr1	9784807	9784927	778146_43649398_PIK3CD_Ex_23_1	375.554	290.817435400229	290.328371570743	375.554	1.29137374271647	1.29354908708428	1
chr1	9784927	9785047	778146_43649398_PIK3CD_Ex_23_2	497.678	290.817435400229	290.328371570743	497.678	1.71130729942338	1.71419003009402	1
chr1	9786915	9787035	778146_43649399_PIK3CD_Ex_24_1	405.132	290.817435400229	290.328371570743	405.132	1.393080161932	1.39542683275542	1
chr1	9787035	9787155	778146_43649399_PIK3CD_Ex_24_2	410.124	290.817435400229	290.328371570743	410.124	1.41024557016528	1.41262115645514	1
chr1	11854356	11854476	778146_43649400_MTHFR_Ex_rs1801131_1	431.554	290.817435400229	290.328371570743	431.554	1.48393441200004	1.48643412858755	1
chr1	11854476	11854596	778146_43649400_MTHFR_Ex_rs1801131_2	428.95	290.817435400229	290.328371570743	428.95	1.47498034087836	1.47746497415765	1
chr1	11856258	11856378	778146_43649401_MTHFR_Ex_rs1801133_1	438.231	290.817435400229	290.328371570743	438.231	1.50689383322873	1.50943222541107	1
chr1	11856378	11856498	778146_43649401_MTHFR_Ex_rs1801133_2	489.727	290.817435400229	290.328371570743	489.727	1.68396712296849	1.68680379857629	1
chr1	24018256	24018376	778146_43649402_RPL11_Ex_1_1	166.653	290.817435400229	290.328371570743	166.653	0.573050236037769	0.574015550386512	1
chr1	24019054	24019174	778146_43649403_RPL11_Ex_2_1	356.231	290.817435400229	290.328371570743	356.231	1.2249299960635	1.22699341463843	1
chr1	24019174	24019294	778146_43649403_RPL11_Ex_2_2	418.562	290.817435400229	290.328371570743	418.562	1.43926033672625	1.44168479895879	1
chr1	24020230	24020350	778146_43649404_RPL11_Ex_3_1	344.802	290.817435400229	290.328371570743	344.802	1.18563042661275	1.18762764429305	1
chr1	24020350	24020470	778146_43649404_RPL11_Ex_3_2	330.719	290.817435400229	290.328371570743	330.719	1.13720485687131	1.13912050073072	1
chr1	24021095	24021215	778146_43649405_RPL11_Ex_4_1	369.562	290.817435400229	290.328371570743	369.562	1.27076975110313	1.27291038764343	1
chr1	24021215	24021335	778146_43649405_RPL11_Ex_4_2	394.785	290.817435400229	290.328371570743	394.785	1.35750113969848	1.35978787696195	1
chr1	24022223	24022343	778146_43649406_RPL11_Ex_5_1	362.727	290.817435400229	290.328371570743	362.727	1.24726703370039	1.2493680794528	1
chr1	24022343	24022463	778146_43649406_RPL11_Ex_5_2	397.554	290.817435400229	290.328371570743	397.554	1.36702257707787	1.36932535338913	1
chr1	24022788	24022908	778146_43649407_RPL11_Ex_6_1	145.231	290.817435400229	290.328371570743	145.231	0.499388902870042	0.500230133260028	1
chr1	27022862	27022982	778146_43649408_ARID1A_Ex_1_1	265.248	290.817435400229	290.328371570743	265.248	0.912077364395157	0.913613776583209	1
chr1	27023942	27024062	778146_43649408_ARID1A_Ex_1_10	281.603	290.817435400229	290.328371570743	281.603	0.9683153955761	0.969946541829387	1
chr1	27022982	27023102	778146_43649408_ARID1A_Ex_1_2	385.314	290.817435400229	290.328371570743	385.314	1.32493431650589	1.3271661943177	1
chr1	27023102	27023222	778146_43649408_ARID1A_Ex_1_3	368.843	290.817435400229	290.328371570743	368.843	1.26829740965286	1.27043388148555	1
chr1	27023222	27023342	778146_43649408_ARID1A_Ex_1_4	398.479	290.817435400229	290.328371570743	398.479	1.37020326670443	1.37251140094968	1
chr1	27023342	27023462	778146_43649408_ARID1A_Ex_1_5	465.554	290.817435400229	290.328371570743	465.554	1.60084624692221	1.60354290378596	1
chr1	27023462	27023582	778146_43649408_ARID1A_Ex_1_6	582.81	290.817435400229	290.328371570743	582.81	2.00404077973497	2.00741662568788	1
chr1	27023582	27023702	778146_43649408_ARID1A_Ex_1_7	559.231	290.817435400229	290.328371570743	559.231	1.92296242221645	1.92620169008778	1
chr1	27023702	27023822	778146_43649408_ARID1A_Ex_1_8	511.231	290.817435400229	290.328371570743	511.231	1.75791041997338	1.76087165451355	1
chr1	27023822	27023942	778146_43649408_ARID1A_Ex_1_9	456.413	290.817435400229	290.328371570743	456.413	1.56941415624505	1.5720578651363	1
chr1	27056127	27056247	778146_43649409_ARID1A_Ex_2_1	274.099	290.817435400229	290.328371570743	274.099	0.942512265892101	0.944099946267949	1
chr1	27056247	27056367	778146_43649409_ARID1A_Ex_2_2	271.975	290.817435400229	290.328371570743	271.975	0.935208714792846	0.936784092193789	1
chr1	27057628	27057748	778146_43649410_ARID1A_Ex_3_1	352.744	290.817435400229	290.328371570743	352.744	1.21293965581722	1.21498287642911	1
chr1	27057748	27057868	778146_43649410_ARID1A_Ex_3_2	555.058	290.817435400229	290.328371570743	555.058	1.90861321377144	1.91182831012005	1
chr1	27057868	27057988	778146_43649410_ARID1A_Ex_3_3	532.14	290.817435400229	290.328371570743	532.14	1.82980775986714	1.83289010688483	1
chr1	27057988	27058108	778146_43649410_ARID1A_Ex_3_4	402.355	290.817435400229	290.328371570743	402.355	1.38353121588556	1.3858618013223	1
chr1	27059104	27059224	778146_43649411_ARID1A_Ex_4_1	295.686	290.817435400229	290.328371570743	295.686	1.01674096531754	1.01845368539172	1
chr1	27059224	27059344	778146_43649411_ARID1A_Ex_4_2	359.959	290.817435400229	290.328371570743	359.959	1.23774903490438	1.23983404740136	1
chr1	27087286	27087406	778146_43649412_ARID1A_Ex_5_1	294.851	290.817435400229	290.328371570743	294.851	1.01386974819518	1.01557763164788	1
chr1	27087406	27087526	778146_43649412_ARID1A_Ex_5_2	487.397	290.817435400229	290.328371570743	487.397	1.67595522369294	1.67877840309946	1
chr1	27087526	27087646	778146_43649412_ARID1A_Ex_5_3	414.207	290.817435400229	290.328371570743	414.207	1.42428530610608	1.42668454260617	1
chr1	27087859	27087979	778146_43649413_ARID1A_Ex_6_1	229.843	290.817435400229	290.328371570743	229.843	0.790334319823999	0.791665653468506	1
chr1	27088606	27088726	778146_43649414_ARID1A_Ex_7_1	316.777	290.817435400229	290.328371570743	316.777	1.08926412738646	1.09109901414789	1
chr1	27088726	27088846	778146_43649414_ARID1A_Ex_7_2	402.132	290.817435400229	290.328371570743	402.132	1.38276441179181	1.38509370553203	1
chr1	27089439	27089559	778146_43649415_ARID1A_Ex_8_1	388.595	290.817435400229	290.328371570743	388.595	1.33621630857588	1.33846719112435	1
chr1	27089559	27089679	778146_43649415_ARID1A_Ex_8_2	585.942	290.817435400229	290.328371570743	585.942	2.01481042288133	2.0182044105091	1
chr1	27089679	27089799	778146_43649415_ARID1A_Ex_8_3	454.702	290.817435400229	290.328371570743	454.702	1.56353074008176	1.56616453824322	1
chr1	27092664	27092784	778146_43649416_ARID1A_Ex_9_1	287.57	290.817435400229	290.328371570743	287.57	0.98883342260494	0.990499131876709	1
chr1	27092784	27092904	778146_43649416_ARID1A_Ex_9_2	441.595	290.817435400229	290.328371570743	441.595	1.51846122771926	1.52101910540423	1
chr1	27092882	27093002	778146_43649417_ARID1A_Ex_10_1	434.248	290.817435400229	290.328371570743	434.248	1.49319795562593	1.49571327683415	1
chr1	27093002	27093122	778146_43649417_ARID1A_Ex_10_2	290.818	290.817435400229	290.328371570743	290.818	1.00000194142339	1.0016864642839	1
chr1	27094265	27094385	778146_43649418_ARID1A_Ex_11_1	275.512	290.817435400229	290.328371570743	275.512	0.947370984208131	0.948966849190165	1
chr1	27094385	27094505	778146_43649418_ARID1A_Ex_11_2	331.942	290.817435400229	290.328371570743	331.942	1.14141024434513	1.14333297226212	1
chr1	27097593	27097713	778146_43649419_ARID1A_Ex_12_1	317.512	290.817435400229	290.328371570743	317.512	1.09179148617081	1.09363063031762	1
chr1	27097713	27097833	778146_43649419_ARID1A_Ex_12_2	360.884	290.817435400229	290.328371570743	360.884	1.24092972453094	1.2430200949619	1
chr1	27098936	27099056	778146_43649420_ARID1A_Ex_13_1	367.926	290.817435400229	290.328371570743	367.926	1.26514422869334	1.26727538893094	1
chr1	27099056	27099176	778146_43649420_ARID1A_Ex_13_2	437.421	290.817435400229	290.328371570743	437.421	1.50410858069088	1.50664228106076	1
chr1	27099270	27099390	778146_43649421_ARID1A_Ex_14_1	327.62	290.817435400229	290.328371570743	327.62	1.12654868697649	1.12844638030896	1
chr1	27099390	27099510	778146_43649421_ARID1A_Ex_14_2	366.843	290.817435400229	290.328371570743	366.843	1.26142024289274	1.2635451300033	1
chr1	27099792	27099912	778146_43649422_ARID1A_Ex_15_1	277.38	290.817435400229	290.328371570743	277.38	0.95379425796209	0.955400943074596	1
chr1	27099912	27100032	778146_43649422_ARID1A_Ex_15_2	449.388	290.817435400229	290.328371570743	449.388	1.5452581080001	1.54786112555486	1
chr1	27100019	27100139	778146_43649423_ARID1A_Ex_16_1	451.744	290.817435400229	290.328371570743	451.744	1.55335941044353	1.55597607480096	1
chr1	27100139	27100259	778146_43649423_ARID1A_Ex_16_2	378.289	290.817435400229	290.328371570743	378.289	1.30077826826095	1.30296945473627	1
chr1	27100280	27100400	778146_43649424_ARID1A_Ex_17_1	280.736	290.817435400229	290.328371570743	280.736	0.965334143785584	0.966960268061828	1
chr1	27100785	27100905	778146_43649425_ARID1A_Ex_18_1	367.917	290.817435400229	290.328371570743	367.917	1.26511328144292	1.26724438954927	1
chr1	27100905	27101025	778146_43649425_ARID1A_Ex_18_2	496.628	290.817435400229	290.328371570743	496.628	1.70769678687431	1.71057343556583	1
chr1	27101025	27101145	778146_43649425_ARID1A_Ex_18_3	508.942	290.817435400229	290.328371570743	508.942	1.75003950261642	1.7529874784421	1
chr1	27101145	27101265	778146_43649425_ARID1A_Ex_18_4	495.769	290.817435400229	290.328371570743	495.769	1.70474304375084	1.7076147168042	1
chr1	27101265	27101385	778146_43649425_ARID1A_Ex_18_5	443.165	290.817435400229	290.328371570743	443.165	1.52385980362596	1.52642677531781	1
chr1	27101385	27101505	778146_43649425_ARID1A_Ex_18_6	374.678	290.817435400229	290.328371570743	374.678	1.28836154367554	1.29053181393505	1
chr1	27101505	27101625	778146_43649425_ARID1A_Ex_18_7	499.983	290.817435400229	290.328371570743	499.983	1.71923323411443	1.72212931617732	1
chr1	27101625	27101745	778146_43649425_ARID1A_Ex_18_8	449.95	290.817435400229	290.328371570743	449.95	1.5471905918597	1.54979686472137	1
chr1	27102013	27102133	778146_43649426_ARID1A_Ex_19_1	381.413	290.817435400229	290.328371570743	381.413	1.31152040274027	1.31372968455156	1
chr1	27102133	27102253	778146_43649426_ARID1A_Ex_19_2	389.438	290.817435400229	290.328371570743	389.438	1.33911503436528	1.34137079987412	1
chr1	27105480	27105600	778146_43649427_ARID1A_Ex_20_1	363.347	290.817435400229	290.328371570743	363.347	1.24939895539603	1.25150359241231	1
chr1	27106560	27106680	778146_43649427_ARID1A_Ex_20_10	598.198	290.817435400229	290.328371570743	598.198	2.05695370078739	2.06041867959239	1
chr1	27106680	27106800	778146_43649427_ARID1A_Ex_20_11	635.43	290.817435400229	290.328371570743	635.43	2.18497903719393	2.18865967718614	1
chr1	27106800	27106920	778146_43649427_ARID1A_Ex_20_12	603.967	290.817435400229	290.328371570743	603.967	2.07679088830698	2.08028928324297	1
chr1	27106920	27107040	778146_43649427_ARID1A_Ex_20_13	584.298	290.817435400229	290.328371570743	584.298	2.0091573918045	2.01254185679069	1
chr1	27107040	27107160	778146_43649427_ARID1A_Ex_20_14	495.719	290.817435400229	290.328371570743	495.719	1.70457111458184	1.70744249801714	1
chr1	27107160	27107280	778146_43649427_ARID1A_Ex_20_15	329.017	290.817435400229	290.328371570743	329.017	1.13135238795844	1.13325817321932	1
chr1	27105600	27105720	778146_43649427_ARID1A_Ex_20_2	547.388	290.817435400229	290.328371570743	547.388	1.88223927924635	1.88540994818558	1
chr1	27105720	27105840	778146_43649427_ARID1A_Ex_20_3	625	290.817435400229	290.328371570743	625	2.14911461253986	2.15273483820615	1
chr1	27105840	27105960	778146_43649427_ARID1A_Ex_20_4	604.05	290.817435400229	290.328371570743	604.05	2.07707629072752	2.08057516642948	1
chr1	27105960	27106080	778146_43649427_ARID1A_Ex_20_5	595.992	290.817435400229	290.328371570743	595.992	2.04936818585097	2.05282038670746	1
chr1	27106080	27106200	778146_43649427_ARID1A_Ex_20_6	599.521	290.817435400229	290.328371570743	599.521	2.06150294659922	2.0649755886979	1
chr1	27106200	27106320	778146_43649427_ARID1A_Ex_20_7	562.678	290.817435400229	290.328371570743	562.678	1.93481521912753	1.93807445326746	1
chr1	27106320	27106440	778146_43649427_ARID1A_Ex_20_8	608.826	290.817435400229	290.328371570743	608.826	2.09349896495071	2.09702550496912	1
chr1	27106440	27106560	778146_43649427_ARID1A_Ex_20_9	593.041	290.817435400229	290.328371570743	593.041	2.0392209262964	2.04265603389538	1
chr1	36931933	36932053	778146_43649428_CSF3R_Ex_17_1	415.388	290.817435400229	290.328371570743	415.388	1.42834627307793	1.43075235035644	1
chr1	36932053	36932173	778146_43649428_CSF3R_Ex_17_2	555.678	290.817435400229	290.328371570743	555.678	1.91074513546708	1.91396382307955	1
chr1	36932173	36932293	778146_43649428_CSF3R_Ex_17_3	545.43	290.817435400229	290.328371570743	545.43	1.87550653298819	1.87866586048445	1
chr1	36932293	36932413	778146_43649428_CSF3R_Ex_17_4	527.281	290.817435400229	290.328371570743	527.281	1.81309968322341	1.81615388515868	1
chr1	36932413	36932533	778146_43649428_CSF3R_Ex_17_5	436.843	290.817435400229	290.328371570743	436.843	1.5021210794972	1.50465143188238	1
chr1	36932811	36932931	778146_43649429_CSF3R_Ex_16_1	195.893	290.817435400229	290.328371570743	195.893	0.673594414070833	0.674729097057148	1
chr1	36933145	36933265	778146_43649430_CSF3R_Ex_15_1	222.446	290.817435400229	290.328371570743	222.446	0.764899118561667	0.766187606111369	1
chr1	36933372	36933492	778146_43649431_CSF3R_Ex_14_1	411.273	290.817435400229	290.328371570743	411.273	1.41419650246897	1.41657874418169	1
chr1	36933492	36933612	778146_43649431_CSF3R_Ex_14_2	459.074	290.817435400229	290.328371570743	459.074	1.5785642266194	1.58122334898344	1
chr1	43814921	43815041	778146_43649432_MPL_Ex_10_1	210.851	290.817435400229	290.328371570743	210.851	0.725028744269827	0.726250069392969	1
chr1	43817870	43817990	778146_43649433_MPL_Ex_11_1	243.157	290.817435400229	290.328371570743	243.157	0.836115618946168	0.837524072085909	1
chr1	43818136	43818256	778146_43649434_MPL_Ex_12_1	468.289	290.817435400229	290.328371570743	468.289	1.61025077246669	1.61296327143795	1
chr1	43818256	43818376	778146_43649434_MPL_Ex_12_2	632.562	290.817435400229	290.328371570743	632.562	2.1751171800599	2.17878120756058	1
chr1	43818376	43818496	778146_43649434_MPL_Ex_12_3	545.86	290.817435400229	290.328371570743	545.86	1.87698512384161	1.88014694205314	1
chr1	65300232	65300352	778146_43649435_JAK1_Ex_25_1	120.926	290.817435400229	290.328371570743	120.926	0.415814133817592	0.416514580871867	1
chr1	65301014	65301134	778146_43649436_JAK1_Ex_24_1	129.612	290.817435400229	290.328371570743	129.612	0.445681669056826	0.446432428559321	1
chr1	65301134	65301254	778146_43649436_JAK1_Ex_24_2	138.215	290.817435400229	290.328371570743	138.215	0.475263801875515	0.476064393060261	1
chr1	65301719	65301839	778146_43649437_JAK1_Ex_23_1	165.339	290.817435400229	290.328371570743	165.339	0.568531937476365	0.569489640662667	1
chr1	65301839	65301959	778146_43649437_JAK1_Ex_23_2	203.909	290.817435400229	290.328371570743	203.909	0.701158098445425	0.702339212998045	1
chr1	65303580	65303700	778146_43649438_JAK1_Ex_22_1	271.165	290.817435400229	290.328371570743	271.165	0.932423462254994	0.933994147843474	1
chr1	65303700	65303820	778146_43649438_JAK1_Ex_22_2	274.595	290.817435400229	290.328371570743	274.595	0.944217803248613	0.945808356635549	1
chr1	65304089	65304209	778146_43649439_JAK1_Ex_21_1	225.893	290.817435400229	290.328371570743	225.893	0.776751915472747	0.778060369291044	1
chr1	65304209	65304329	778146_43649439_JAK1_Ex_21_2	264.14	290.817435400229	290.328371570743	264.14	0.908267414010046	0.909797408262037	1
chr1	65305261	65305381	778146_43649440_JAK1_Ex_20_1	308.653	290.817435400229	290.328371570743	308.653	1.06132907600683	1.06311690562695	1
chr1	65305381	65305501	778146_43649440_JAK1_Ex_20_2	324.587	290.817435400229	290.328371570743	324.587	1.11611946358476	1.11799958868611	1
chr1	65306915	65307035	778146_43649441_JAK1_Ex_19_1	195.669	290.817435400229	290.328371570743	195.669	0.672824171393699	0.673957556891135	1
chr1	65307089	65307209	778146_43649442_JAK1_Ex_18_1	336.066	290.817435400229	290.328371570743	336.066	1.15559096220451	1.15753757781854	1
chr1	65307209	65307329	778146_43649442_JAK1_Ex_18_2	332.95	290.817435400229	290.328371570743	332.95	1.14487633639223	1.14680490300918	1
chr1	65309702	65309822	778146_43649443_JAK1_Ex_17_1	317.826	290.817435400229	290.328371570743	317.826	1.09287120135215	1.09471216430033	1
chr1	65309822	65309942	778146_43649443_JAK1_Ex_17_2	324.174	290.817435400229	290.328371570743	324.174	1.11469932864879	1.11657706150503	1
chr1	65310384	65310504	778146_43649444_JAK1_Ex_16_1	272.702	290.817435400229	290.328371570743	272.702	0.937708564910152	0.939288153357591	1
chr1	65310504	65310624	778146_43649444_JAK1_Ex_16_2	263.727	290.817435400229	290.328371570743	263.727	0.90684727907408	0.90837488108095	1
chr1	65311139	65311259	778146_43649445_JAK1_Ex_15_1	238.959	290.817435400229	290.328371570743	238.959	0.82168044591666	0.823064582724646	1
chr1	65311259	65311379	778146_43649445_JAK1_Ex_15_2	293.074	290.817435400229	290.328371570743	293.074	1.00775938552881	1.00945697595589	1
chr1	65312315	65312435	778146_43649446_JAK1_Ex_14_1	137.86	290.817435400229	290.328371570743	137.86	0.474043104775592	0.47484163967216	1
chr1	65313166	65313286	778146_43649447_JAK1_Ex_13_1	250.331	290.817435400229	290.328371570743	250.331	0.860784016114745	0.862234023652775	1
chr1	65313286	65313406	778146_43649447_JAK1_Ex_13_2	282.43	290.817435400229	290.328371570743	282.43	0.971159104031412	0.972795040567302	1
chr1	65316420	65316540	778146_43649448_JAK1_Ex_12_1	247.529	290.817435400229	290.328371570743	247.529	0.851149105483807	0.852582882826129	1
chr1	65316540	65316660	778146_43649448_JAK1_Ex_12_2	296.479	290.817435400229	290.328371570743	296.479	1.01946776193793	1.02118507535443	1
chr1	65321166	65321286	778146_43649449_JAK1_Ex_11_1	254.76	290.817435400229	290.328371570743	254.76	0.876013501905048	0.877489163810239	1
chr1	65321286	65321406	778146_43649449_JAK1_Ex_11_2	272.339	290.817435400229	290.328371570743	272.339	0.936460359143189	0.93803784496356	1
chr1	65323280	65323400	778146_43649450_JAK1_Ex_10_1	292.364	290.817435400229	290.328371570743	292.364	1.00531799132897	1.00701146917969	1
chr1	65323400	65323520	778146_43649450_JAK1_Ex_10_2	286.041	290.817435400229	290.328371570743	286.041	0.983575828616823	0.985232681368521	1
chr1	65325746	65325866	778146_43649451_JAK1_Ex_9_1	183.76	290.817435400229	290.328371570743	183.76	0.63187408192052	0.63293848619002	1
chr1	65325866	65325986	778146_43649451_JAK1_Ex_9_2	214.38	290.817435400229	290.328371570743	214.38	0.737163505018072	0.738405271383416	1
chr1	65330442	65330562	778146_43649452_JAK1_Ex_8_1	190.479	290.817435400229	290.328371570743	190.479	0.654977923651168	0.656081246794672	1
chr1	65330562	65330682	778146_43649452_JAK1_Ex_8_2	210.207	290.817435400229	290.328371570743	210.207	0.722814296573066	0.724031891415681	1
chr1	65332480	65332600	778146_43649453_JAK1_Ex_7_1	230.364	290.817435400229	290.328371570743	230.364	0.792125821765012	0.793460173229635	1
chr1	65332600	65332720	778146_43649453_JAK1_Ex_7_2	393.149	290.817435400229	290.328371570743	393.149	1.35187561728869	1.35415287824946	1
